"content_rating","avg_ps_price","psa_avg_profit","as_avg_price","asa_avg_profit","avg_total_life_span_profit"
"Everyone 10+","0.26382352941176473","274123.5294117647","0.4691176470588236","269129.4117647059","426782.35294117645"
"Teen","0.8794915254237291","263747.4576271186","1.1166101694915256","254935.59322033898","403971.18644067796"
"Everyone","0.7016444444444445","260360.88888888888","0.7357333333333336","257616.88888888888","403684.44444444444"
"Mature 17+","1.8145454545454542","253663.63636363635","1.8145454545454542","242754.54545454544","384054.54545454547"
