"avg_ps_price","psa_avg_profit","as_avg_price","content_rating","asa_avg_profit","avg_total_life_span_profit"
"0.9026190476190479","265971.4285714286","1.4254761904761908","9+","266695.2380952381","416380.95238095237"
"0.5347","262302.5","0.5432499999999998","4+","258414","406596.5"
"0.9984615384615385","262169.23076923075","1.0749230769230769","12+","258172.3076923077","404772.3076923077"
"1.3154545454545454","253659.0909090909","1.3154545454545454","17+","234568.18181818182","376409.0909090909"
